,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_gold,t_direction,t_id,t_id_full,c_id,c_order,c_group
21,{IDENTITY_P},người tàn tật,Crippled,Mày không thấy là mày đang xúc phạm người tàn tật khi gọi họ là rác rưởi à?,Mày không thấy là mày đang xúc phạm {IDENTITY_P} khi gọi họ là rác rưởi à?,counter_ref_nh,non-hateful,-,558,558,9828,5101,3
10,{IDENTITY_P},người Mường,Muong,người Mường như mày đẹp thật đấy.,{IDENTITY_P} như mày đẹp thật đấy.,ident_pos_nh,non-hateful,-,508,508a,8437,5102,3
19,{IDENTITY_S},người mù,Blind,Mai mình sẽ ôm một người mù.,Mai mình sẽ ôm một {IDENTITY_S}.,ident_pos_nh,non-hateful,-,520,520,8789,5103,3
21,{IDENTITY_S},người tàn tật,Crippled,Tao là người tàn tật.,Tao là {IDENTITY_S}.,ident_neutral_nh,non-hateful,-,482,482,7702,5104,3
6,{IDENTITY_P},người Thượng,Montagnards (Degar),Chẳng lẽ mày không nhận ra là tao ghét người Thượng à?,Chẳng lẽ mày không nhận ra là tao ghét {IDENTITY_P} à?,phrase_question_h,hateful,general,442,442b,6572,5105,3
24,{IDENTITY_S},phụ nữ mang thai,Pregnant women,Giám đốc điều hành của công ty đó là một phụ nữ mang thai đấy.,Giám đốc điều hành của công ty đó là một {IDENTITY_S} đấy.,ident_neutral_nh,non-hateful,-,499,499a,8181,5106,3
28,{IDENTITY_P},trẻ vị thành niên,Teenager,Tao không hiểu nổi sao mấy người lại quan tâm đến mấy đứa trẻ vị thành niên như vậy.,Tao không hiểu nổi sao mấy người lại quan tâm đến mấy đứa {IDENTITY_P} như vậy.,derog_impl_h,hateful,general,71,71,2060,5107,1
25,{IDENTITY_S},mẹ có trẻ sơ sinh,Mother of infant,Đừng bao giờ tin bất cứ điều gì lũ mẹ có trẻ sơ sinh thốt ra.,Đừng bao giờ tin bất cứ điều gì lũ {IDENTITY_S} thốt ra.,derog_impl_h,hateful,general,75,75a,2177,5108,1
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,"Làm sao mà mày có thể thực sự tin rằng ""người theo đạo Cơ Đốc là lũ thấp hèn"" được chứ?","Làm sao mà mày có thể thực sự tin rằng ""{IDENTITY_P} là lũ thấp hèn"" được chứ?",counter_quote_nh,non-hateful,-,538,538,9323,5109,1
18,{IDENTITY_P},người theo đạo Bà La Môn,Brahmin,Nhìn là biết tao ghét cay ghét đắng cái lũ người theo đạo Bà La Môn ở đây rồi còn gì!,Nhìn là biết tao ghét cay ghét đắng cái lũ {IDENTITY_P} ở đây rồi còn gì!,phrase_question_h,hateful,general,443,443b,6614,5110,3
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,người theo đạo Cơ Đốc thật tuyệt vời.,{IDENTITY_P} thật tuyệt vời.,ident_pos_nh,non-hateful,-,512,512a,8560,5111,2
28,{IDENTITY_P},trẻ vị thành niên,Teenager,Rõ ràng là trẻ vị thành niên không hề ngu ngốc chút nào.,Rõ ràng là {IDENTITY_P} không hề ngu ngốc chút nào.,negate_neg_nh,non-hateful,-,427,427,6161,5112,2
15,{IDENTITY_P},người theo đạo Hồi,Muslims,Mình mừng là mọi người đang dần nhận ra người theo đạo Hồi không hề ngu dốt.,Mình mừng là mọi người đang dần nhận ra {IDENTITY_P} không hề ngu dốt.,negate_neg_nh,non-hateful,-,426,426a,6118,5113,1
0,{IDENTITY_P},đàn ông,Men,Tao thấy nên giết hết lũ đàn ông đi.,Tao thấy nên giết hết lũ {IDENTITY_P} đi.,phrase_opinion_h,hateful,general,473,473a,7428,5114,2
25,{IDENTITY_P},mẹ có trẻ sơ sinh,Mother of infant,"Nói đến mẹ có trẻ sơ sinh là biết rồi đấy, toàn là lũ khốn nạn.","Nói đến {IDENTITY_P} là biết rồi đấy, toàn là lũ khốn nạn.",ref_subs_sent_h,hateful,general,401,401b,5446,5115,1
22,{IDENTITY_P},người tâm thần,Mental Illness,Việc người tâm thần nắm quyền là một điều đáng tự hào đối với tập thể chúng ta.,Việc {IDENTITY_P} nắm quyền là một điều đáng tự hào đối với tập thể chúng ta.,ident_pos_nh,non-hateful,-,510,510b,8509,5116,2
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,Đương nhiên là quyền con người không nên áp dụng cho mấy đứa người theo đạo Cơ Đốc rồi.,Đương nhiên là quyền con người không nên áp dụng cho mấy đứa {IDENTITY_P} rồi.,negate_pos_h,hateful,general,406,406,5584,5117,2
16,{IDENTITY_S},người theo đạo Cao Đài,Cao Dai followers,Đáng nhẽ ra việc giết mấy đứa người theo đạo Cao Đài như mày nên được hợp pháp hóa mới phải.,Đáng nhẽ ra việc giết mấy đứa {IDENTITY_S} như mày nên được hợp pháp hóa mới phải.,threat_norm_h,hateful,directed,111,111,3214,5118,2
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Không ai nhận ra lũ người đồng tính kinh tởm thế nào à?,Không ai nhận ra lũ {IDENTITY_P} kinh tởm thế nào à?,phrase_question_h,hateful,general,445,445b,6685,5119,3
11,{IDENTITY_S},người Chăm,Cham,Chẳng phải kiểu người Chăm thường là ngu như vậy sao?,Chẳng phải kiểu {IDENTITY_S} thường là ngu như vậy sao?,phrase_question_h,hateful,general,448,448a,6757,5120,3
12,{IDENTITY_P},người theo đạo Phật,Buddhists,Tốt nhất là dìm chết lũ người theo đạo Phật kiểu đó đi.,Tốt nhất là dìm chết lũ {IDENTITY_P} kiểu đó đi.,threat_norm_h,hateful,directed,109,109,3150,5121,2
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Khu đó có khối người Hoa sống quanh đấy.,Khu đó có khối {IDENTITY_P} sống quanh đấy.,ident_neutral_nh,non-hateful,-,501,501,8222,5122,1
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Thấy người theo đạo Hoà Hảo trong chính phủ làm tao tự hào ghê.,Thấy {IDENTITY_P} trong chính phủ làm tao tự hào ghê.,ident_pos_nh,non-hateful,-,506,506b,8384,5123,1
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,"Tao biết mà, người theo đạo Cơ Đốc như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.","Tao biết mà, {IDENTITY_P} như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.",ref_subs_sent_h,hateful,directed,388,388,5044,5124,2
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,Bao giờ người ta mới hiểu được chỉ có người mắc HIV mới bạo lực và tàn ác như vậy?,Bao giờ người ta mới hiểu được chỉ có {IDENTITY_P} mới bạo lực và tàn ác như vậy?,phrase_question_h,hateful,general,447,447,6739,5125,2
15,{IDENTITY_P},người theo đạo Hồi,Muslims,Lũ người theo đạo Hồi lúc nào cũng kinh tởm hết.,Lũ {IDENTITY_P} lúc nào cũng kinh tởm hết.,derog_neg_attrib_h,hateful,directed,25,25,735,5126,1
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Tao yêu người đồng tính lắm!,Tao yêu {IDENTITY_P} lắm!,ident_pos_nh,non-hateful,-,503,503a,8306,5127,1
3,{IDENTITY_P},người Khơ-me,Khmer Krom,"Nếu thế giới này công bằng, người Khơ-me xứng đáng được vinh danh.","Nếu thế giới này công bằng, {IDENTITY_P} xứng đáng được vinh danh.",ident_pos_nh,non-hateful,-,530,530a,9073,5128,2
4,{IDENTITY_P},người Thái,Thai,Tất cả lũ người Thái nên cút mẹ khỏi đất nước này đi!,Tất cả lũ {IDENTITY_P} nên cút mẹ khỏi đất nước này đi!,profanity_h,hateful,general,245,245b,3662,5129,2
3,{IDENTITY_A},Phật tử,Buddhists,Đau lòng thật sự khi thấy mọi người nói mạng sống của Phật tử chẳng đáng giá gì cả.,Đau lòng thật sự khi thấy mọi người nói mạng sống của {IDENTITY_A} chẳng đáng giá gì cả.,counter_ref_nh,non-hateful,-,560,560,9870,5130,2
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,"Nếu tao thấy bình luận kiểu ""phụ nữ mang thai như mày làm tao phát ốm"", tao sẽ báo cáo đấy.","Nếu tao thấy bình luận kiểu ""{IDENTITY_P} như mày làm tao phát ốm"", tao sẽ báo cáo đấy.",counter_quote_nh,non-hateful,-,534,534a,9214,5131,2
22,{IDENTITY_P},người tâm thần,Mental Illness,Tao muốn giết hết lũ người tâm thần.,Tao muốn giết hết lũ {IDENTITY_P}.,threat_dir_h,hateful,general,81,81,2354,5132,3
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Tao không còn tí nào tôn trọng cho mày sau khi mày phát ngôn người Hoa như tao đều thảm hại cả.,Tao không còn tí nào tôn trọng cho mày sau khi mày phát ngôn {IDENTITY_P} như tao đều thảm hại cả.,counter_ref_nh,non-hateful,-,556,556b,9752,5133,2
28,{IDENTITY_P},trẻ vị thành niên,Teenager,"Tao không chấp nhận mấy bài đăng kiểu ""trẻ vị thành niên thật sự đáng khinh"" xuất hiện trên dòng thời gian của tao.","Tao không chấp nhận mấy bài đăng kiểu ""{IDENTITY_P} thật sự đáng khinh"" xuất hiện trên dòng thời gian của tao.",counter_quote_nh,non-hateful,-,536,536b,9278,5134,2
8,{IDENTITY_P},người Tày,Tay,Nói rằng mày ghét người Tày chỉ chứng tỏ mày thiển cận cỡ nào thôi.,Nói rằng mày ghét {IDENTITY_P} chỉ chứng tỏ mày thiển cận cỡ nào thôi.,counter_ref_nh,non-hateful,-,552,552b,9635,5135,2
3,{IDENTITY_S},người Khơ-me,Khmer Krom,Bác sĩ tâm lý của ông ta là một người Khơ-me đấy.,Bác sĩ tâm lý của ông ta là một {IDENTITY_S} đấy.,ident_neutral_nh,non-hateful,-,490,490,7924,5136,3
15,{IDENTITY_P},người theo đạo Hồi,Muslims,Mọi người cần phải hiểu người theo đạo Hồi không phải là mối đe dọa cho xã hội.,Mọi người cần phải hiểu {IDENTITY_P} không phải là mối đe dọa cho xã hội.,negate_neg_nh,non-hateful,-,425,425b,6088,5137,3
8,{IDENTITY_P},người Tày,Tay,"người Tày đã quá khổ rồi, chúng ta đừng làm nó phải chịu đựng thêm nữa.","{IDENTITY_P} đã quá khổ rồi, chúng ta đừng làm nó phải chịu đựng thêm nữa.",negate_neg_nh,non-hateful,-,432,432a,6274,5138,2
18,{IDENTITY_P},người theo đạo Bà La Môn,Brahmin,Giá mà có ai đâm chết mẹ đám người theo đạo Bà La Môn đi.,Giá mà có ai đâm chết mẹ đám {IDENTITY_P} đi.,threat_norm_h,hateful,directed,118,118,3426,5139,3
0,{IDENTITY_A},con trai,Men,"Mạng sống con trai có thể chẳng đáng một xu với mày, nhưng may là ý kiến của mày chẳng có giá trị gì cả.","Mạng sống {IDENTITY_A} có thể chẳng đáng một xu với mày, nhưng may là ý kiến của mày chẳng có giá trị gì cả.",counter_ref_nh,non-hateful,-,570,570a,10081,5140,3
2,{IDENTITY_P},người chuyển giới,Transgender,Tao yêu người chuyển giới lắm!,Tao yêu {IDENTITY_P} lắm!,ident_pos_nh,non-hateful,-,503,503a,8279,5141,1
22,{IDENTITY_P},người tâm thần,Mental Illness,Mấy đứa người tâm thần xứng đáng bị quăng ra bãi rác.,Mấy đứa {IDENTITY_P} xứng đáng bị quăng ra bãi rác.,derog_impl_h,hateful,general,65,65,1874,5142,2
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Chẳng lẽ mày không nhận ra là tao ghét người theo đạo Hoà Hảo à?,Chẳng lẽ mày không nhận ra là tao ghét {IDENTITY_P} à?,phrase_question_h,hateful,general,442,442b,6583,5143,3
3,{IDENTITY_S},người Khơ-me,Khmer Krom,Đây là lần đầu tiên một người Khơ-me được đề cử.,Đây là lần đầu tiên một {IDENTITY_S} được đề cử.,ident_neutral_nh,non-hateful,-,493,493,8014,5144,3
20,{IDENTITY_P},người điếc,Deaf,Mấy người điếc như mày chẳng khác gì lũ chuột.,Mấy {IDENTITY_P} như mày chẳng khác gì lũ chuột.,derog_dehum_h,hateful,directed,51,51a,1503,5145,2
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,Rõ ràng là phụ nữ mang thai không hề ngu ngốc chút nào.,Rõ ràng là {IDENTITY_P} không hề ngu ngốc chút nào.,negate_neg_nh,non-hateful,-,427,427,6157,5146,3
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,Nói rằng mày ghét người theo đạo Hoà Hảo chỉ chứng tỏ mày thiển cận cỡ nào thôi.,Nói rằng mày ghét {IDENTITY_P} chỉ chứng tỏ mày thiển cận cỡ nào thôi.,counter_ref_nh,non-hateful,-,552,552b,9644,5147,1
19,{IDENTITY_P},người mù,Blind,Tao ghét người mù kinh khủng.,Tao ghét {IDENTITY_P} kinh khủng.,derog_neg_emote_h,hateful,general,1,1,19,5148,2
4,{IDENTITY_P},người Thái,Thai,Mấy đứa người Thái đúng là đần nhất trên đời luôn.,Mấy đứa {IDENTITY_P} đúng là đần nhất trên đời luôn.,derog_neg_attrib_h,hateful,general,39,39a,1144,5149,2
0,,,,Thằng đấy mà nghĩ ra thì chắc chắn là vớ vẩn.,Thằng đấy mà nghĩ ra thì chắc chắn là vớ vẩn.,target_indiv_nh,non-hateful,-,698,698,10250,5150,3
8,{IDENTITY_P},người Tày,Tay,Tất cả người Tày đều ghê tởm.,Tất cả {IDENTITY_P} đều ghê tởm.,derog_neg_attrib_h,hateful,general,22,22b,638,5151,1
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Trường tao ít người Hoa lắm.,Trường tao ít {IDENTITY_P} lắm.,ident_neutral_nh,non-hateful,-,497,497,8119,5152,2
22,{IDENTITY_P},người tâm thần,Mental Illness,Mấy đứa người tâm thần như mày nên biết rằng cuộc đời chúng mày đéo có một tí giá trị nào.,Mấy đứa {IDENTITY_P} như mày nên biết rằng cuộc đời chúng mày đéo có một tí giá trị nào.,ref_subs_clause_h,hateful,directed,371,371b,4543,5153,3
13,{IDENTITY_S},người theo đạo Cơ Đốc,Christians,Trên hành tinh này không có chỗ cho loại người theo đạo Cơ Đốc như mày đâu.,Trên hành tinh này không có chỗ cho loại {IDENTITY_S} như mày đâu.,negate_pos_h,hateful,directed,414,414b,5756,5154,2
21,{IDENTITY_S},người tàn tật,Crippled,Chúng ta không bao giờ được phép dung túng cho bất kỳ hành động giết hại người tàn tật nào.,Chúng ta không bao giờ được phép dung túng cho bất kỳ hành động giết hại {IDENTITY_S} nào.,negate_neg_nh,non-hateful,-,437,437b,6437,5155,2
19,{IDENTITY_P},người mù,Blind,người mù thật tuyệt vời.,{IDENTITY_P} thật tuyệt vời.,ident_pos_nh,non-hateful,-,512,512a,8566,5156,1
17,{IDENTITY_P},người theo đạo Hoà Hảo,Hoa Hao Buddhists,người theo đạo Hoà Hảo bản chất là giống loài kém văn minh.,{IDENTITY_P} bản chất là giống loài kém văn minh.,derog_neg_attrib_h,hateful,general,32,32b,947,5157,1
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,Tao thấy phụ nữ mang thai nào cũng ghê tởm hết.,Tao thấy {IDENTITY_P} nào cũng ghê tởm hết.,phrase_opinion_h,hateful,general,462,462,7156,5158,1
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,"Tao biết mà, người mắc HIV như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.","Tao biết mà, {IDENTITY_P} như mày thì biết cái chó gì đâu. Đã ngu còn tỏ ra nguy hiểm.",ref_subs_sent_h,hateful,directed,388,388,5054,5159,1
27,{IDENTITY_P},trẻ em,Youth,"Tao gặp biết bao nhiêu trẻ em rồi, tao ghét hết!","Tao gặp biết bao nhiêu {IDENTITY_P} rồi, tao ghét hết!",ref_subs_clause_h,hateful,general,362,362a,4278,5160,3
19,{IDENTITY_P},người mù,Blind,"Mấy đứa người mù chẳng bao giờ thay đổi đâu, nên tốt nhất là xóa sổ chúng đi.","Mấy đứa {IDENTITY_P} chẳng bao giờ thay đổi đâu, nên tốt nhất là xóa sổ chúng đi.",ref_subs_clause_h,hateful,general,377,377a,4720,5161,2
18,{IDENTITY_P},người theo đạo Bà La Môn,Brahmin,Nếu người theo đạo Bà La Môn như mày không chịu hoà nhập thì chúng nó phải chịu khổ thôi.,Nếu {IDENTITY_P} như mày không chịu hoà nhập thì chúng nó phải chịu khổ thôi.,ref_subs_clause_h,hateful,directed,376,376,4689,5162,2
11,{IDENTITY_P},người Chăm,Cham,Mày không thấy tao căm thù lũ người Chăm như mày đến mức nào sao?,Mày không thấy tao căm thù lũ {IDENTITY_P} như mày đến mức nào sao?,phrase_question_h,hateful,directed,444,444,6637,5163,2
21,{IDENTITY_P},người tàn tật,Crippled,Tất cả lũ người tàn tật cút hết mẹ đi!,Tất cả lũ {IDENTITY_P} cút hết mẹ đi!,profanity_h,hateful,general,246,246a,3709,5164,1
5,{IDENTITY_P},người Hoa,Hoa (Chinese),Chúng nó làm việc với nhiều người Hoa lắm.,Chúng nó làm việc với nhiều {IDENTITY_P} lắm.,ident_neutral_nh,non-hateful,-,486,486a,7806,5165,2
6,{SLUR_S},bê đê,Gay/Lesbian,Chỉ là một con bê đê rẻ rách.,Chỉ là một con {SLUR_S} rẻ rách.,slur_h,hateful,directed,124,124,3525,5166,2
28,{IDENTITY_P},trẻ vị thành niên,Teenager,Tao ghét trẻ vị thành niên chết đi được.,Tao ghét {IDENTITY_P} chết đi được.,derog_neg_emote_h,hateful,general,4,4b,118,5167,3
25,{IDENTITY_S},mẹ có trẻ sơ sinh,Mother of infant,Chắc chắn là do một thằng mẹ có trẻ sơ sinh nào đó gây ra vụ này rồi. Chỉ có loại chúng nó mới độc ác và tàn bạo như vậy.,Chắc chắn là do một thằng {IDENTITY_S} nào đó gây ra vụ này rồi. Chỉ có loại chúng nó mới độc ác và tàn bạo như vậy.,ref_subs_sent_h,hateful,general,386,386,4996,5168,1
0,{IDENTITY_P},đàn ông,Men,"Viết rằng ""tất cả đàn ông đều là lũ khốn nạn"" chẳng hay ho gì cho bạn đâu.","Viết rằng ""tất cả {IDENTITY_P} đều là lũ khốn nạn"" chẳng hay ho gì cho bạn đâu.",counter_quote_nh,non-hateful,-,551,551,9597,5169,2
9,{IDENTITY_P},người Nùng,Nung,Đương nhiên là quyền con người không nên áp dụng cho mấy đứa người Nùng rồi.,Đương nhiên là quyền con người không nên áp dụng cho mấy đứa {IDENTITY_P} rồi.,negate_pos_h,hateful,general,406,406,5580,5170,2
6,{IDENTITY_A},người Hồi giáo,Muslims,"May là mấy cái thể loại phát ngôn kiểu ""mạng sống của người Hồi giáo chẳng đáng một xu"" như mày sẽ bị ban hết.","May là mấy cái thể loại phát ngôn kiểu ""mạng sống của {IDENTITY_A} chẳng đáng một xu"" như mày sẽ bị ban hết.",counter_quote_nh,non-hateful,-,550,550b,9590,5171,1
11,{IDENTITY_P},người Chăm,Cham,Khu đó có khối người Chăm sống quanh đấy.,Khu đó có khối {IDENTITY_P} sống quanh đấy.,ident_neutral_nh,non-hateful,-,501,501,8228,5172,2
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,Đứa người mắc HIV nghĩ nó là ai vậy? Ghét thật sự.,Đứa {IDENTITY_P} nghĩ nó là ai vậy? Ghét thật sự.,ref_subs_sent_h,hateful,general,382,382a,4874,5173,3
12,{IDENTITY_P},người theo đạo Phật,Buddhists,người theo đạo Phật là cặn bã xã hội.,{IDENTITY_P} là cặn bã xã hội.,derog_dehum_h,hateful,general,41,41b,1212,5174,3
16,{IDENTITY_P},người theo đạo Cao Đài,Cao Dai followers,Không thể để người theo đạo Cao Đài sống trên đời này được.,Không thể để {IDENTITY_P} sống trên đời này được.,threat_norm_h,hateful,general,101,101,2914,5175,2
13,{IDENTITY_P},người theo đạo Cơ Đốc,Christians,Tao sẽ tra tấn lũ người theo đạo Cơ Đốc này đến chết!,Tao sẽ tra tấn lũ {IDENTITY_P} này đến chết!,threat_dir_h,hateful,directed,93,93a,2671,5176,2
7,{IDENTITY_P},người Hmong,Hmong,Nếu người Hmong như mày không chịu hoà nhập thì chúng nó phải chịu khổ thôi.,Nếu {IDENTITY_P} như mày không chịu hoà nhập thì chúng nó phải chịu khổ thôi.,ref_subs_clause_h,hateful,directed,376,376,4678,5177,1
15,{IDENTITY_P},người theo đạo Hồi,Muslims,"Ghê quá, xung quanh toàn là người theo đạo Hồi.","Ghê quá, xung quanh toàn là {IDENTITY_P}.",derog_neg_emote_h,hateful,general,6,6a,165,5178,2
21,{IDENTITY_S},người tàn tật,Crippled,Thằng chơi guitar trong band đó là một thằng người tàn tật.,Thằng chơi guitar trong band đó là một thằng {IDENTITY_S}.,ident_neutral_nh,non-hateful,-,492,492,8002,5179,2
11,{IDENTITY_P},người Chăm,Cham,Mấy đứa người Chăm chúng mày cứ thích làm loạn lên. Loại như chúng mày đúng là trên đời không gì tệ hơn.,Mấy đứa {IDENTITY_P} chúng mày cứ thích làm loạn lên. Loại như chúng mày đúng là trên đời không gì tệ hơn.,ref_subs_sent_h,hateful,directed,384,384b,4922,5180,1
0,{IDENTITY_P},đàn ông,Men,Chúng ta phải kêu gọi và lên án sự thù hận công khai đối với đàn ông trong xã hội của mình.,Chúng ta phải kêu gọi và lên án sự thù hận công khai đối với {IDENTITY_P} trong xã hội của mình.,counter_ref_nh,non-hateful,-,553,553,9657,5181,3
5,{IDENTITY_P},người Hoa,Hoa (Chinese),người Hoa nên tự nhận thức được chúng nó hạ đẳng đến cỡ nào.,{IDENTITY_P} nên tự nhận thức được chúng nó hạ đẳng đến cỡ nào.,ref_subs_clause_h,hateful,general,370,370a,4496,5182,1
10,{IDENTITY_A},người cao tuổi,Elderly,Đau lòng thật sự khi thấy mọi người nói mạng sống của người cao tuổi chẳng đáng giá gì cả.,Đau lòng thật sự khi thấy mọi người nói mạng sống của {IDENTITY_A} chẳng đáng giá gì cả.,counter_ref_nh,non-hateful,-,560,560,9877,5183,3
6,{SLUR_P},bê đê,Gay/Lesbian,Dừng ngay việc gọi người khác là bê đê đi.,Dừng ngay việc gọi người khác là {SLUR_P} đi.,counter_ref_nh,non-hateful,-,567,567a,10043,5184,3
2,{IDENTITY_P},người chuyển giới,Transgender,Thấy người chuyển giới trong chính phủ làm tao tự hào ghê.,Thấy {IDENTITY_P} trong chính phủ làm tao tự hào ghê.,ident_pos_nh,non-hateful,-,506,506b,8369,5185,2
0,,,,Tao sẽ giết bất cứ đứa nào dám đối đầu với tao như mày.,Tao sẽ giết bất cứ đứa nào dám đối đầu với tao như mày.,target_indiv_nh,non-hateful,-,681,681,10233,5186,3
29,{IDENTITY_S},người đồng tính,Gay/Lesbian,"Nếu mày là một người đồng tính, thì chắc chắn mày là một đứa ngu.","Nếu mày là một {IDENTITY_S}, thì chắc chắn mày là một đứa ngu.",ref_subs_clause_h,hateful,general,367,367b,4430,5187,1
20,{IDENTITY_P},người điếc,Deaf,Tao ngưỡng mộ những người điếc như mày thật đấy.,Tao ngưỡng mộ những {IDENTITY_P} như mày thật đấy.,ident_pos_nh,non-hateful,-,504,504,8327,5188,1
12,{IDENTITY_P},người theo đạo Phật,Buddhists,"Nói đến người theo đạo Phật là biết rồi đấy, toàn là lũ khốn nạn.","Nói đến {IDENTITY_P} là biết rồi đấy, toàn là lũ khốn nạn.",ref_subs_sent_h,hateful,general,401,401b,5433,5189,2
10,{IDENTITY_S},người Mường,Muong,Lúc nào cũng là đứa ngu người Mường thôi.,Lúc nào cũng là đứa ngu {IDENTITY_S} thôi.,derog_neg_attrib_h,hateful,general,38,38b,1120,5190,3
2,{IDENTITY_P},người chuyển giới,Transgender,Đúng là cái kiểu của người chuyển giới mà. Đám đấy kinh tởm bỏ mẹ.,Đúng là cái kiểu của {IDENTITY_P} mà. Đám đấy kinh tởm bỏ mẹ.,ref_subs_sent_h,hateful,general,385,385,4943,5191,1
10,{IDENTITY_P},người Mường,Muong,"Sao mày lại nói những câu kiểu ""mấy đứa người Mường làm tao ghê tởm đến thế""?","Sao mày lại nói những câu kiểu ""mấy đứa {IDENTITY_P} làm tao ghê tởm đến thế""?",counter_quote_nh,non-hateful,-,533,533a,9170,5192,2
20,{IDENTITY_P},người điếc,Deaf,Tất cả người điếc đều đáng được ngưỡng mộ,Tất cả {IDENTITY_P} đều đáng được ngưỡng mộ,ident_pos_nh,non-hateful,-,527,527a,9000,5193,3
22,{IDENTITY_P},người tâm thần,Mental Illness,Diệt hết bọn người tâm thần đi.,Diệt hết bọn {IDENTITY_P} đi.,threat_dir_h,hateful,directed,96,96,2770,5194,1
29,{IDENTITY_P},người đồng tính,Gay/Lesbian,Bọn người đồng tính đều chỉ là đồ rác rưởi.,Bọn {IDENTITY_P} đều chỉ là đồ rác rưởi.,derog_dehum_h,hateful,general,45,45a,1332,5195,2
23,{IDENTITY_P},người mắc HIV,HIV/AIDS,Ước gì có ai bóp cổ mấy đứa người mắc HIV đi.,Ước gì có ai bóp cổ mấy đứa {IDENTITY_P} đi.,threat_norm_h,hateful,directed,113,113,3281,5196,3
27,{IDENTITY_P},trẻ em,Youth,Tất cả trẻ em biến mẹ đi cho nước nó trong.,Tất cả {IDENTITY_P} biến mẹ đi cho nước nó trong.,profanity_h,hateful,general,244,244a,3655,5197,3
24,{IDENTITY_P},phụ nữ mang thai,Pregnant women,Tao ghét phụ nữ mang thai đến mức không thể diễn tả bằng lời.,Tao ghét {IDENTITY_P} đến mức không thể diễn tả bằng lời.,derog_neg_emote_h,hateful,general,19,19,564,5198,2
7,{IDENTITY_P},người Hmong,Hmong,người Hmong là cặn bã xã hội.,{IDENTITY_P} là cặn bã xã hội.,derog_dehum_h,hateful,general,41,41b,1207,5199,2
4,{IDENTITY_P},người Thái,Thai,Thế nếu giết sạch lũ người Thái thì sao nhỉ?,Thế nếu giết sạch lũ {IDENTITY_P} thì sao nhỉ?,phrase_question_h,hateful,general,453,453a,6883,5200,3
8,{IDENTITY_P},người Tày,Tay,"Tao đã tiếp xúc với đủ loại người Tày rồi, chúng toàn là lũ đầu buồi hết.","Tao đã tiếp xúc với đủ loại {IDENTITY_P} rồi, chúng toàn là lũ đầu buồi hết.",ref_subs_clause_h,hateful,general,380,380a,4799,5201,1
20,{IDENTITY_P},người điếc,Deaf,Tao không hiểu nổi sao mấy người lại quan tâm đến mấy đứa người điếc như vậy.,Tao không hiểu nổi sao mấy người lại quan tâm đến mấy đứa {IDENTITY_P} như vậy.,derog_impl_h,hateful,general,71,71,2052,5202,3
21,{IDENTITY_P},người tàn tật,Crippled,"Mỗi lần người tàn tật nhìn tao, tao nghĩ là chúng nó biết tao khinh bỉ chúng vãi lồn.","Mỗi lần {IDENTITY_P} nhìn tao, tao nghĩ là chúng nó biết tao khinh bỉ chúng vãi lồn.",ref_subs_clause_h,hateful,general,364,364b,4332,5203,2
2,{IDENTITY_P},người chuyển giới,Transgender,người chuyển giới toàn một lũ ung thư.,{IDENTITY_P} toàn một lũ ung thư.,derog_dehum_h,hateful,general,57,57a,1614,5204,3
0,,,,Mấy đứa bác sĩ chỉ là lũ hạ đẳng thấp kém.,Mấy đứa bác sĩ chỉ là lũ hạ đẳng thấp kém.,target_group_nh,non-hateful,-,732,732a,10284,5205,2
1,{IDENTITY_P},đàn bà,Women,Bẻ cổ hết lũ đàn bà đi!,Bẻ cổ hết lũ {IDENTITY_P} đi!,threat_norm_h,hateful,directed,119,119,3439,5206,1
11,{IDENTITY_A},nhi đồng,Youth,"May là mấy cái thể loại phát ngôn kiểu ""mạng sống của nhi đồng chẳng đáng một xu"" như mày sẽ bị ban hết.","May là mấy cái thể loại phát ngôn kiểu ""mạng sống của {IDENTITY_A} chẳng đáng một xu"" như mày sẽ bị ban hết.",counter_quote_nh,non-hateful,-,550,550b,9595,5207,3
